CharacterID,Name,Race,Saga,BasePowerLevel,MaxPowerLevel,Age,Alignment,HasKiControl
20732,Jiren,Frieza Race,Cell Saga,406640,17473797,819,Neutral,False
20733,Raditz,Hybrid,Frieza Saga,353282,6131563,742,Anti-Hero,True
20734,Piccolo,Namekian,Frieza Saga,428205,1077535,608,Neutral,True
20735,Krillin,Human,Saiyan Saga,5798,79562,365,Neutral,False
20736,Vegeta,Hybrid,Buu Saga,50494854,1128727673,982,Neutral,True
20737,Nappa,Hybrid,Buu Saga,57299006,920840839,606,Anti-Hero,True
20738,Android 17,Human,Buu Saga,23825535,435014477,433,Anti-Hero,True
20739,Bardock,Saiyan,Frieza Saga,144140,6691664,46,Anti-Hero,False
20740,Bardock,Saiyan,Broly Movie,27403502,1287212711,776,Neutral,False
20741,Majin Buu,Majin,Frieza Saga,201531,5725993,375,Hero,True
20742,Yamcha,Human,Buu Saga,47553549,2065197840,822,Anti-Hero,False
20743,Krillin,Human,Buu Saga,32777247,873683488,466,Anti-Hero,False
20744,Beerus,Human,Broly Movie,94895183,2895208132,791,Anti-Hero,False
20745,Bardock,Hybrid,Saiyan Saga,11347,345148,130,Hero,True
20746,Android 17,Android,Tournament of Power,594401564,4093056499,961,Villain,True
20747,Yamcha,Human,Tournament of Power,833917388,18932978010,762,Hero,False
20748,Tien,Human,Frieza Saga,514662,6713157,60,Hero,False
20749,Goku,Hybrid,Frieza Saga,203525,10081859,379,Villain,True
20750,Bardock,Saiyan,Cell Saga,1170566,22884296,241,Neutral,True
20751,Frieza,Frieza Race,Tournament of Power,335227636,12122166558,539,Villain,True
20752,Frieza,Frieza Race,Frieza Saga,155893,5955093,680,Villain,True
20753,Cell,Android,Frieza Saga,439763,13974713,953,Neutral,False
20754,Piccolo,Namekian,Cell Saga,1408529,8604048,334,Anti-Hero,True
20755,Cell,Android,Buu Saga,47352615,1796668002,206,Villain,True
20756,Bardock,Hybrid,Saiyan Saga,7922,251456,873,Villain,False
20757,Bardock,Hybrid,Buu Saga,14608611,685257071,681,Villain,False
20758,Frieza,Frieza Race,Frieza Saga,105935,3618470,535,Villain,True
20759,Goku,Saiyan,Broly Movie,537555367,7180172766,731,Anti-Hero,False
20760,Nappa,Saiyan,Frieza Saga,421335,2879011,160,Anti-Hero,True
20761,Piccolo,Namekian,Frieza Saga,256012,3537665,635,Hero,False
20762,Vegeta,Hybrid,Tournament of Power,545136031,7954560000,355,Neutral,False
20763,Piccolo,Namekian,Saiyan Saga,10221,183651,772,Anti-Hero,True
20764,Tien,Human,Battle of Gods,829489141,12199249226,574,Villain,False
20765,Piccolo,Namekian,Cell Saga,1288067,54682076,724,Anti-Hero,False
20766,Vegeta,Saiyan,Tournament of Power,889000352,12146639179,915,Villain,False
20767,Bulma,Human,Saiyan Saga,3736,46174,589,Anti-Hero,False
20768,Android 18,God,Broly Movie,395032540,1381777116,855,Anti-Hero,False
20769,Gohan,Saiyan,Cell Saga,989126,34107921,470,Anti-Hero,True
20770,Broly,Saiyan,Buu Saga,52791622,91589156,75,Neutral,True
20771,Gohan,Saiyan,Saiyan Saga,6247,152329,819,Hero,False
20772,Piccolo,Namekian,Frieza Saga,497836,6596102,163,Anti-Hero,False
20773,Android 17,Saiyan,Broly Movie,72750574,2000649724,866,Anti-Hero,False
20774,Vegeta,Hybrid,Cell Saga,1822865,60741947,96,Neutral,False
20775,Goten,Saiyan,Saiyan Saga,17223,682099,858,Villain,False
20776,Jiren,Saiyan,Saiyan Saga,12175,598011,803,Anti-Hero,True
20777,Broly,Hybrid,Tournament of Power,496925617,18522318516,378,Neutral,True
20778,Whis,Angel,Saiyan Saga,4373,162097,164,Villain,True
20779,Gohan,Hybrid,Frieza Saga,155656,4876716,820,Villain,True
20780,Broly,Hybrid,Cell Saga,1773089,80658839,581,Hero,True
20781,Broly,Saiyan,Battle of Gods,990145403,4359125731,236,Anti-Hero,True
20782,Krillin,Human,Saiyan Saga,16705,410997,736,Villain,False
20783,Gohan,Saiyan,Cell Saga,1668430,3656110,271,Villain,False
20784,Yamcha,Human,Broly Movie,474669604,15713593017,318,Neutral,True
20785,Bulma,Human,Cell Saga,1850980,3954395,725,Hero,False
20786,Krillin,Human,Battle of Gods,656055316,9001,650,Villain,False
20787,Majin Buu,Saiyan,Battle of Gods,577497633,26988003273,525,Hero,True
20788,Yamcha,Human,Battle of Gods,397892756,5988096983,432,Anti-Hero,True
20789,Bardock,Hybrid,Tournament of Power,702422176,23811779270,19,Neutral,False
20790,Nappa,Saiyan,Broly Movie,308556711,1107566253,278,Villain,True
20791,Gohan,Saiyan,Saiyan Saga,13143,451883,802,Neutral,True
20792,Whis,Hybrid,Saiyan Saga,1239,7077,735,Anti-Hero,False
20793,Goten,Hybrid,Buu Saga,29185491,403151310,210,Hero,False
20794,Android 18,Frieza Race,Tournament of Power,540725060,14580092562,605,Hero,True
20795,Majin Buu,Majin,Saiyan Saga,3108,20614,24,Neutral,False
20796,Vegeta,Saiyan,Broly Movie,348466367,8112703353,580,Villain,False
20797,Android 17,Hybrid,Saiyan Saga,3903,81036,774,Anti-Hero,False
20798,Raditz,Hybrid,Saiyan Saga,13842,465934,132,Hero,False
20799,Android 18,Hybrid,Battle of Gods,688474459,17188110801,355,Anti-Hero,True
20800,Trunks,Hybrid,Tournament of Power,958460914,17975463700,711,Villain,True
20801,Vegeta,Hybrid,Cell Saga,917988,18071850,95,Hero,False
20802,Beerus,Human,Battle of Gods,382561189,5022308209,804,Hero,True
20803,Majin Buu,Frieza Race,Battle of Gods,486461932,13227341003,506,Hero,False
20804,Beerus,Android,Battle of Gods,922798171,10072542340,95,Villain,False
20805,Nappa,Saiyan,Battle of Gods,887240441,40526819125,401,Villain,True
20806,Gohan,Saiyan,Buu Saga,60114703,861761899,578,Neutral,False
20807,Yamcha,Human,Buu Saga,5874944,119278453,924,Anti-Hero,False
20808,Raditz,Saiyan,Buu Saga,23994670,317548909,388,Neutral,True
20809,Goten,Hybrid,Frieza Saga,286289,2953611,353,Hero,False
20810,Bulma,Human,Battle of Gods,473610799,19129173333,324,Villain,False
20811,Krillin,Human,Buu Saga,14586575,678585078,717,Villain,True
20812,Nappa,Saiyan,Frieza Saga,444248,985793,474,Villain,True
20813,Bulma,Human,Broly Movie,58409976,975485888,855,Hero,True
20814,Krillin,Human,Broly Movie,801405216,17412639163,978,Hero,True
20815,Raditz,Hybrid,Frieza Saga,403734,10450163,374,Neutral,False
20816,Bardock,Hybrid,Saiyan Saga,4767,211628,892,Neutral,False
20817,Trunks,Hybrid,Frieza Saga,149160,2657147,895,Villain,False
20818,Bardock,Hybrid,Battle of Gods,111150441,4231051419,547,Anti-Hero,False
20819,Goku,Hybrid,Frieza Saga,181170,4423961,681,Neutral,True
20820,Cell,Android,Frieza Saga,166722,6098881,811,Neutral,True
20821,Broly,Saiyan,Broly Movie,147986114,5537446117,976,Anti-Hero,True
20822,Beerus,Frieza Race,Frieza Saga,375518,12354277,48,Hero,False
20823,Krillin,Human,Broly Movie,391328396,16318564063,363,Villain,False
20824,Android 18,Angel,Battle of Gods,903577589,27088977400,399,Villain,False
20825,Piccolo,Namekian,Buu Saga,29574753,617417299,507,Villain,True
20826,Broly,Hybrid,Broly Movie,796196119,31778413417,322,Anti-Hero,True
20827,Whis,Frieza Race,Frieza Saga,406935,15885951,782,Neutral,True
20828,Krillin,Human,Battle of Gods,858385598,13099766284,992,Hero,False
20829,Vegeta,Saiyan,Buu Saga,6350609,79943550,274,Neutral,True
20830,Bulma,Human,Broly Movie,725844300,1638644505,82,Hero,False
20831,Trunks,Saiyan,Broly Movie,49267101,121339418,493,Hero,False
20832,Whis,Frieza Race,Broly Movie,410425027,14875595976,81,Hero,True
20833,Bulma,Human,Saiyan Saga,7296,31321,720,Villain,False
20834,Cell,Android,Broly Movie,458322434,9409838003,817,Anti-Hero,True
20835,Krillin,Human,Broly Movie,940257908,14182799537,725,Villain,False
20836,Frieza,Frieza Race,Battle of Gods,696649126,32256723492,438,Neutral,False
20837,Majin Buu,Angel,Saiyan Saga,11106,288600,799,Neutral,True
20838,Bardock,Hybrid,Battle of Gods,198905392,2154375191,173,Villain,False
20839,Cell,God,Buu Saga,78353600,3064031855,414,Villain,True
20840,Whis,Namekian,Saiyan Saga,5294,264053,25,Neutral,False
20841,Trunks,Hybrid,Frieza Saga,368881,15433056,880,Anti-Hero,False
20842,Whis,Frieza Race,Frieza Saga,202021,420805,901,Neutral,False
20843,Bulma,Human,Broly Movie,477923344,8518641127,437,Villain,False
20844,Goku,Saiyan,Frieza Saga,350733,14592959,913,Anti-Hero,True
20845,Android 17,Android,Buu Saga,76626904,1721294465,592,Villain,True
20846,Broly,Hybrid,Cell Saga,4390527,139027132,109,Anti-Hero,True
20847,Broly,Saiyan,Battle of Gods,167475466,5716071217,395,Hero,False
20848,Goten,Saiyan,Buu Saga,48882403,1263252848,935,Villain,False
20849,Krillin,Human,Buu Saga,5310809,23725664,144,Villain,True
20850,Gohan,Saiyan,Tournament of Power,515868453,25787085763,353,Hero,True
20851,Gohan,Saiyan,Saiyan Saga,3350,75873,529,Neutral,False
20852,Raditz,Hybrid,Tournament of Power,101477372,4546474693,568,Hero,False
20853,Android 17,Hybrid,Frieza Saga,504740,24479127,611,Villain,True
20854,Cell,Hybrid,Frieza Saga,229919,434051,579,Villain,True
20855,Bardock,Hybrid,Saiyan Saga,1212,5617,532,Neutral,False
20856,Gohan,Hybrid,Buu Saga,22893690,201195602,464,Anti-Hero,True
20857,Raditz,Saiyan,Buu Saga,17175800,727279098,736,Hero,False
20858,Trunks,Hybrid,Cell Saga,1880311,78139859,118,Neutral,True
20859,Beerus,Human,Battle of Gods,57078439,711163238,373,Villain,True
20860,Bardock,Hybrid,Cell Saga,1493168,18172341,359,Neutral,True
20861,Android 18,Saiyan,Battle of Gods,128390797,5287905228,693,Anti-Hero,True
20862,Trunks,Hybrid,Buu Saga,68257630,2422932676,498,Villain,True
20863,Goku,Saiyan,Tournament of Power,815443024,23227757297,770,Hero,False
20864,Vegeta,Hybrid,Battle of Gods,643093598,18981236157,666,Anti-Hero,True
20865,Goku,Hybrid,Battle of Gods,427428494,20703748641,78,Anti-Hero,False
20866,Jiren,Majin,Tournament of Power,345914058,15791310903,285,Neutral,False
20867,Vegeta,Saiyan,Tournament of Power,266147262,9930262313,563,Anti-Hero,True
20868,Broly,Hybrid,Tournament of Power,226281769,7754101267,283,Neutral,False
20869,Gohan,Hybrid,Saiyan Saga,14624,347148,956,Hero,False
20870,Goten,Saiyan,Battle of Gods,241765412,2243931941,784,Neutral,True
20871,Goku,Hybrid,Buu Saga,20750396,157874466,637,Anti-Hero,False
20872,Piccolo,Namekian,Frieza Saga,521650,11438793,671,Hero,True
20873,Tien,Human,Broly Movie,490551696,19000804881,84,Neutral,True
20874,Yamcha,Human,Cell Saga,206492,3965435,750,Anti-Hero,True
20875,Jiren,Majin,Frieza Saga,184634,5280456,958,Hero,False
20876,Krillin,Human,Tournament of Power,652247601,17208180497,178,Hero,False
20877,Krillin,Human,Saiyan Saga,11125,154193,596,Villain,False
20878,Gohan,Saiyan,Tournament of Power,308610699,14419078796,139,Anti-Hero,True
20879,Tien,Human,Frieza Saga,456900,20647606,997,Hero,False
20880,Android 18,Hybrid,Cell Saga,4841287,83060569,488,Anti-Hero,True
20881,Bardock,Saiyan,Saiyan Saga,3452,72323,562,Hero,False
20882,Cell,Hybrid,Battle of Gods,720921965,10450257114,544,Neutral,True
20883,Krillin,Human,Battle of Gods,37666531,776997369,18,Neutral,True
20884,Cell,Human,Frieza Saga,244625,7261369,239,Neutral,False
20885,Vegeta,Saiyan,Frieza Saga,171098,3421525,988,Hero,False
20886,Cell,Frieza Race,Cell Saga,1993797,82122798,530,Neutral,True
20887,Krillin,Human,Frieza Saga,375217,8839757,816,Villain,False
20888,Beerus,Android,Battle of Gods,973747941,14842868394,946,Anti-Hero,False
20889,Piccolo,Namekian,Frieza Saga,307406,1337594,496,Anti-Hero,False
20890,Goku,Saiyan,Saiyan Saga,17067,518830,571,Anti-Hero,False
20891,Bulma,Human,Buu Saga,28712012,1026172052,68,Villain,False
20892,Cell,God,Frieza Saga,216401,4564347,236,Neutral,False
20893,Krillin,Human,Cell Saga,1940263,84049718,260,Neutral,True
20894,Bulma,Human,Buu Saga,19822390,132795028,809,Villain,True
20895,Vegeta,Saiyan,Cell Saga,2415924,55554824,741,Neutral,False
20896,Piccolo,Namekian,Tournament of Power,704097306,33133106953,879,Neutral,True
20897,Yamcha,Human,Tournament of Power,705981040,5446065150,390,Hero,True
20898,Whis,Angel,Cell Saga,4989822,45181371,909,Neutral,True
20899,Tien,Human,Broly Movie,736538966,34930077931,808,Villain,True
20900,Android 18,Saiyan,Battle of Gods,316532447,4933054339,10,Neutral,False
20901,Cell,Majin,Broly Movie,990442188,3541248239,670,Hero,True
20902,Android 17,Human,Buu Saga,46938048,921761157,795,Villain,True
20903,Piccolo,Namekian,Battle of Gods,715612826,10692411714,295,Neutral,True
20904,Majin Buu,Namekian,Buu Saga,71988682,9001,43,Villain,True
20905,Tien,Human,Buu Saga,35131235,97196425,429,Hero,True
20906,Nappa,Saiyan,Cell Saga,357012,7602226,555,Hero,False
20907,Nappa,Hybrid,Saiyan Saga,3810,70739,871,Hero,False
20908,Nappa,Hybrid,Frieza Saga,344045,12015982,739,Hero,False
20909,Jiren,Hybrid,Saiyan Saga,12899,439639,205,Hero,True
20910,Cell,God,Frieza Saga,22770,337905,162,Anti-Hero,False
20911,Broly,Hybrid,Buu Saga,13986200,9001,73,Neutral,False
20912,Tien,Human,Buu Saga,26922311,252736634,495,Neutral,True
20913,Majin Buu,God,Buu Saga,26736271,533245052,512,Neutral,False
20914,Majin Buu,Hybrid,Broly Movie,624293144,6231807051,269,Neutral,False
20915,Gohan,Saiyan,Buu Saga,40598916,804783136,635,Hero,False
20916,Goten,Hybrid,Tournament of Power,230258076,1898160249,128,Hero,False
20917,Whis,Android,Saiyan Saga,7665,242112,123,Hero,False
20918,Nappa,Saiyan,Saiyan Saga,6999,45628,785,Villain,True
20919,Bulma,Human,Buu Saga,68313997,1423889656,686,Anti-Hero,True
20920,Jiren,Frieza Race,Frieza Saga,201043,7750852,972,Anti-Hero,True
20921,Tien,Human,Buu Saga,31727144,9001,779,Neutral,False
20922,Vegeta,Hybrid,Broly Movie,457657556,10219089039,367,Hero,False
20923,Tien,Human,Broly Movie,973803926,9001,559,Neutral,True
20924,Majin Buu,Human,Tournament of Power,37534649,692043212,327,Neutral,False
20925,Frieza,Frieza Race,Battle of Gods,838191918,30723270415,507,Anti-Hero,True
20926,Goten,Saiyan,Cell Saga,3602592,46111400,839,Neutral,False
20927,Krillin,Human,Battle of Gods,566728872,25222340447,530,Neutral,True
20928,Yamcha,Human,Buu Saga,68559209,1566955338,6,Hero,False
20929,Cell,Frieza Race,Frieza Saga,434517,10290608,65,Hero,False
20930,Android 18,God,Frieza Saga,443291,2984721,958,Neutral,False
20931,Android 18,Saiyan,Buu Saga,63822363,1926978642,211,Anti-Hero,True
20932,Android 18,Android,Cell Saga,3444051,7404274,470,Neutral,False
20933,Jiren,Namekian,Saiyan Saga,17235,524233,831,Villain,True
20934,Nappa,Saiyan,Broly Movie,351853619,1552396522,172,Hero,False
20935,Krillin,Human,Cell Saga,970723,25261606,900,Villain,True
20936,Goku,Hybrid,Tournament of Power,549693701,18221813629,530,Hero,True
20937,Gohan,Hybrid,Cell Saga,1721872,80401041,769,Hero,True
20938,Cell,Majin,Frieza Saga,234177,1274165,687,Hero,True
20939,Tien,Human,Battle of Gods,42551946,323746982,450,Neutral,True
20940,Bardock,Hybrid,Battle of Gods,354634608,14424586232,141,Hero,False
20941,Nappa,Saiyan,Tournament of Power,352716647,8422948955,619,Villain,True
20942,Android 18,Human,Tournament of Power,188503108,8888225042,916,Villain,True
20943,Frieza,Frieza Race,Battle of Gods,804514997,13338526600,548,Anti-Hero,True
20944,Yamcha,Human,Battle of Gods,599987097,16296699070,71,Villain,True
20945,Trunks,Saiyan,Saiyan Saga,3270,103476,627,Villain,True
20946,Majin Buu,Majin,Cell Saga,4087003,89904084,585,Neutral,True
20947,Gohan,Hybrid,Broly Movie,511514413,4066563225,377,Neutral,False
20948,Android 17,Android,Frieza Saga,333339,11813583,918,Villain,True
20949,Cell,Namekian,Battle of Gods,461926142,15456525993,628,Hero,False
20950,Bulma,Human,Buu Saga,14592622,532229670,21,Villain,False
20951,Trunks,Hybrid,Frieza Saga,199214,5090080,460,Hero,False
20952,Raditz,Saiyan,Tournament of Power,59583519,2060880451,182,Villain,False
20953,Majin Buu,Namekian,Tournament of Power,739626707,10020809353,554,Anti-Hero,False
20954,Yamcha,Human,Saiyan Saga,5160,100376,256,Anti-Hero,True
20955,Broly,Hybrid,Broly Movie,253672099,1121525475,10,Neutral,True
20956,Piccolo,Namekian,Buu Saga,59309876,1519433000,21,Hero,False
20957,Yamcha,Human,Frieza Saga,162059,1824090,341,Neutral,True
20958,Majin Buu,Namekian,Battle of Gods,387704862,4843127758,92,Hero,False
20959,Piccolo,Namekian,Buu Saga,8908571,385956126,385,Villain,False
20960,Goten,Hybrid,Buu Saga,61712613,1368226762,807,Neutral,False
20961,Goku,Saiyan,Saiyan Saga,9892,471741,737,Neutral,True
20962,Nappa,Hybrid,Saiyan Saga,17388,702352,206,Hero,False
20963,Goten,Saiyan,Cell Saga,1939978,9835725,688,Neutral,False
20964,Goku,Hybrid,Cell Saga,1911085,84853334,885,Hero,False
20965,Goten,Hybrid,Battle of Gods,38564644,963281405,197,Anti-Hero,False
20966,Raditz,Hybrid,Buu Saga,49730850,2335279175,248,Villain,True
20967,Yamcha,Human,Saiyan Saga,8586,349077,166,Neutral,False
20968,Whis,Saiyan,Battle of Gods,956734569,46111865434,396,Anti-Hero,False
20969,Trunks,Hybrid,Cell Saga,2407390,100295738,663,Villain,False
20970,Vegeta,Hybrid,Saiyan Saga,13953,490384,537,Hero,True
20971,Android 18,Angel,Frieza Saga,281332,9977340,357,Hero,False
20972,Yamcha,Human,Cell Saga,3392086,161448915,190,Anti-Hero,False
20973,Tien,Human,Buu Saga,49773106,721923462,826,Neutral,False
20974,Gohan,Hybrid,Buu Saga,51998903,1437296462,91,Neutral,False
20975,Gohan,Hybrid,Tournament of Power,680801211,28615381113,96,Hero,True
20976,Trunks,Hybrid,Saiyan Saga,11851,429978,458,Villain,False
20977,Krillin,Human,Buu Saga,15002831,175128648,722,Villain,False
20978,Piccolo,Namekian,Broly Movie,683114731,31129807634,285,Hero,True
20979,Goten,Hybrid,Buu Saga,37615629,1844015486,389,Anti-Hero,False
20980,Cell,Angel,Cell Saga,2795111,49129610,142,Hero,True
20981,Goku,Saiyan,Cell Saga,2452837,116601097,930,Neutral,True
20982,Vegeta,Saiyan,Cell Saga,1374341,46500260,589,Neutral,False
20983,Tien,Human,Buu Saga,21775552,423810446,414,Hero,True
20984,Krillin,Human,Saiyan Saga,4321,61453,918,Anti-Hero,True
20985,Beerus,Namekian,Broly Movie,461074169,9892196268,613,Anti-Hero,True
20986,Beerus,Frieza Race,Broly Movie,664638416,19968695378,651,Neutral,True
20987,Frieza,Frieza Race,Saiyan Saga,6791,248631,650,Anti-Hero,False
20988,Broly,Saiyan,Tournament of Power,442440248,17588584649,482,Anti-Hero,False
20989,Vegeta,Saiyan,Saiyan Saga,16535,310022,554,Villain,True
20990,Yamcha,Human,Buu Saga,61664743,2931269794,799,Hero,False
20991,Raditz,Hybrid,Saiyan Saga,12123,387217,659,Hero,True
20992,Bardock,Hybrid,Saiyan Saga,15590,304607,44,Anti-Hero,False
20993,Cell,Namekian,Battle of Gods,549112044,25392211238,143,Hero,True
20994,Android 17,Saiyan,Cell Saga,460370,9895226,836,Villain,True
20995,Piccolo,Namekian,Buu Saga,5472310,216797529,132,Neutral,False
20996,Goten,Hybrid,Battle of Gods,389671200,1822460334,155,Anti-Hero,False
20997,Jiren,Namekian,Frieza Saga,173490,5497028,124,Anti-Hero,False
20998,Whis,Human,Frieza Saga,154123,3877774,999,Villain,True
20999,Piccolo,Namekian,Buu Saga,32508865,742134580,280,Neutral,True
21000,Broly,Hybrid,Saiyan Saga,15504,619695,741,Anti-Hero,False
21001,Android 17,God,Cell Saga,2734034,133477080,210,Hero,False
21002,Frieza,Frieza Race,Battle of Gods,827199997,39878325172,483,Villain,False
21003,Krillin,Human,Saiyan Saga,3050,80643,272,Anti-Hero,True
21004,Jiren,Human,Buu Saga,46202230,712311704,727,Villain,True
21005,Raditz,Saiyan,Broly Movie,261401834,5373702875,957,Hero,False
21006,Raditz,Hybrid,Saiyan Saga,15276,601006,351,Anti-Hero,True
21007,Android 17,Human,Tournament of Power,178431366,3115839588,172,Hero,False
21008,Goten,Hybrid,Buu Saga,76682329,1306035587,782,Anti-Hero,False
21009,Goten,Hybrid,Broly Movie,247949451,4332852132,662,Hero,True
21010,Android 17,God,Frieza Saga,425403,17035614,311,Villain,True
21011,Cell,Android,Buu Saga,89303584,3188433648,508,Anti-Hero,True
21012,Android 18,Angel,Tournament of Power,136939593,5704488426,135,Villain,False
21013,Beerus,Angel,Saiyan Saga,11906,119583,125,Hero,True
21014,Tien,Human,Tournament of Power,398702942,2103451300,511,Hero,False
21015,Broly,Hybrid,Buu Saga,13806957,90763850,369,Neutral,False
21016,Nappa,Hybrid,Saiyan Saga,15975,595802,652,Neutral,False
21017,Majin Buu,Android,Frieza Saga,288161,6709918,44,Villain,True
21018,Android 18,Angel,Saiyan Saga,1471,64196,113,Villain,False
21019,Jiren,Namekian,Buu Saga,57933620,544442867,757,Hero,False
21020,Gohan,Hybrid,Saiyan Saga,17525,133799,501,Hero,False
21021,Raditz,Hybrid,Cell Saga,1415123,30188597,918,Neutral,True
21022,Android 17,Majin,Tournament of Power,247263402,1436577359,614,Neutral,False
21023,Yamcha,Human,Battle of Gods,318481417,11233818741,7,Hero,False
21024,Trunks,Hybrid,Broly Movie,45208677,1506119594,853,Hero,True
21025,Beerus,Majin,Frieza Saga,192674,6159628,307,Hero,True
21026,Beerus,God,Saiyan Saga,12410,212666,229,Anti-Hero,True
21027,Frieza,Frieza Race,Saiyan Saga,5937,225909,238,Hero,False
21028,Yamcha,Human,Saiyan Saga,5822,17155,745,Anti-Hero,True
21029,Android 17,Angel,Saiyan Saga,7549,273954,91,Villain,False
21030,Android 18,Hybrid,Frieza Saga,254629,1714679,509,Villain,False
21031,Android 17,Android,Cell Saga,2754985,129263549,671,Neutral,True
21032,Goku,Saiyan,Cell Saga,3632823,16392716,474,Neutral,True
21033,Raditz,Saiyan,Saiyan Saga,9079,249760,702,Anti-Hero,False
21034,Piccolo,Namekian,Saiyan Saga,8295,16567,84,Anti-Hero,False
21035,Cell,Saiyan,Saiyan Saga,10835,345699,355,Anti-Hero,True
21036,Android 18,God,Broly Movie,448876262,10841770593,440,Anti-Hero,False
21037,Nappa,Saiyan,Battle of Gods,742326854,1653470393,690,Villain,False
21038,Goten,Saiyan,Saiyan Saga,2662,63206,10,Anti-Hero,False
21039,Android 18,Frieza Race,Tournament of Power,237288705,11685921727,580,Neutral,True
21040,Krillin,Human,Tournament of Power,403635266,20033546804,81,Villain,True
21041,Bulma,Human,Broly Movie,848926849,24603532378,794,Hero,False
21042,Goku,Hybrid,Cell Saga,1533062,43748044,582,Neutral,True
21043,Cell,Angel,Battle of Gods,404492341,928505719,579,Hero,False
21044,Android 17,Human,Saiyan Saga,11948,110248,441,Anti-Hero,True
21045,Frieza,Frieza Race,Broly Movie,812342106,15602412997,939,Villain,True
21046,Cell,Human,Tournament of Power,243508476,8676470101,710,Anti-Hero,True
21047,Raditz,Hybrid,Frieza Saga,430516,897726,458,Neutral,False
21048,Majin Buu,Frieza Race,Frieza Saga,14316,496395,902,Neutral,True
21049,Goten,Hybrid,Buu Saga,70242823,576060524,261,Villain,True
21050,Jiren,Android,Broly Movie,473663127,12409472423,522,Anti-Hero,False
21051,Krillin,Human,Battle of Gods,150289171,2446247100,211,Neutral,False
21052,Nappa,Hybrid,Buu Saga,86442263,3730034110,639,Anti-Hero,True
21053,Broly,Hybrid,Cell Saga,4782853,171295529,52,Hero,False
21054,Bulma,Human,Battle of Gods,38011161,466787812,164,Hero,False
21055,Android 18,Majin,Buu Saga,74058152,2958191973,162,Villain,False
21056,Majin Buu,Hybrid,Tournament of Power,880514927,33766349828,82,Anti-Hero,False
21057,Android 18,Android,Saiyan Saga,4927,123647,864,Hero,True
21058,Nappa,Saiyan,Frieza Saga,11491,267178,883,Neutral,True
21059,Bardock,Hybrid,Cell Saga,1815350,75597678,62,Neutral,False
21060,Whis,Human,Broly Movie,949914683,3198589225,951,Anti-Hero,True
21061,Piccolo,Namekian,Broly Movie,908734688,28660962190,890,Neutral,True
21062,Tien,Human,Buu Saga,88000065,2251429775,309,Hero,True
21063,Yamcha,Human,Saiyan Saga,12358,552029,966,Villain,True
21064,Trunks,Saiyan,Broly Movie,465115263,2088031345,855,Villain,False
21065,Whis,Frieza Race,Frieza Saga,370421,5824696,307,Anti-Hero,True
21066,Tien,Human,Buu Saga,54003493,916573089,567,Neutral,False
21067,Bulma,Human,Battle of Gods,124665909,5716701900,932,Neutral,False
21068,Broly,Saiyan,Cell Saga,4771709,63587079,371,Neutral,False
21069,Android 17,God,Cell Saga,1858734,81054734,377,Villain,False
21070,Whis,Human,Broly Movie,173313118,3968494396,86,Neutral,True
21071,Krillin,Human,Battle of Gods,350257716,11746144273,124,Anti-Hero,False
21072,Android 18,Saiyan,Cell Saga,4726402,221499300,190,Hero,True
21073,Goten,Saiyan,Battle of Gods,800216720,3965720155,153,Villain,False
21074,Yamcha,Human,Buu Saga,23258505,737616473,965,Hero,True
21075,Nappa,Saiyan,Battle of Gods,577755627,7302504834,626,Anti-Hero,True
21076,Jiren,Majin,Broly Movie,189084376,5967561491,614,Anti-Hero,False
21077,Cell,Frieza Race,Saiyan Saga,15657,619783,56,Neutral,True
21078,Bulma,Human,Battle of Gods,784428862,19376510683,218,Neutral,False
21079,Krillin,Human,Saiyan Saga,7228,282894,103,Hero,False
21080,Bulma,Human,Tournament of Power,449288943,17005057423,193,Anti-Hero,False
21081,Vegeta,Saiyan,Broly Movie,725274384,17304070521,170,Hero,True
21082,Goku,Saiyan,Buu Saga,76004047,1970675717,952,Neutral,True
21083,Piccolo,Namekian,Cell Saga,4612884,68847475,785,Hero,False
21084,Beerus,God,Broly Movie,447876452,18664787878,288,Hero,True
21085,Yamcha,Human,Battle of Gods,243468916,10666026092,36,Villain,False
21086,Trunks,Hybrid,Cell Saga,4532127,154670316,179,Villain,True
21087,Nappa,Hybrid,Frieza Saga,198289,5681464,224,Anti-Hero,True
21088,Whis,Frieza Race,Cell Saga,3146730,97620814,522,Anti-Hero,False
21089,Frieza,Frieza Race,Saiyan Saga,4910,72509,113,Neutral,True
21090,Android 18,Saiyan,Broly Movie,96820241,808229655,653,Neutral,True
21091,Raditz,Saiyan,Battle of Gods,448881177,8408750991,641,Neutral,False
21092,Majin Buu,Saiyan,Tournament of Power,758165141,12518058567,132,Hero,True
21093,Goku,Hybrid,Cell Saga,511337,5386025,73,Villain,False
21094,Beerus,God,Broly Movie,926727315,44465444188,394,Hero,False
21095,Whis,Hybrid,Buu Saga,10205354,448759289,775,Neutral,False
21096,Beerus,Majin,Saiyan Saga,4736,142594,991,Hero,False
21097,Android 18,Human,Frieza Saga,322174,2906742,91,Anti-Hero,False
21098,Android 17,Saiyan,Cell Saga,3833048,137021864,826,Hero,True
21099,Gohan,Saiyan,Tournament of Power,344465910,9391643562,327,Neutral,False
21100,Tien,Human,Saiyan Saga,17427,754860,814,Villain,True
21101,Broly,Hybrid,Tournament of Power,61305742,1803748338,353,Anti-Hero,False
